ID caso;Nombre Actividad;Inicio;Fin;Ejecutor
534;Registrar hecho no precisado;2021-06-26 00:49:55;2021-06-26 00:49:55;Ignacio
534;Solicitar revisar alarma;2021-06-26 00:50:10;2021-06-26 00:51:18;Ignacio
535;Alarma domiciliaria;2021-06-26 02:43:31;2021-06-26 02:43:31;Sistema
535;Revisar cámaras;2021-06-26 02:43:48;2021-06-26 02:48:48;Ignacio
535;Registrar hecho no precisado;2021-06-26 02:48:48;2021-06-26 02:48:48;Ignacio
535;Solicitar revisar alarma;2021-06-26 02:49:02;2021-06-26 02:50:20;Ignacio
536;Alarma domiciliaria;2021-06-26 04:43:15;2021-06-26 04:43:15;Sistema
536;Revisar cámaras;2021-06-26 04:43:45;2021-06-26 04:47:21;Ignacio
536;Te atrapé;2021-06-26 04:47:21;2021-06-26 04:47:21;Ignacio
536;Registrar intruso detectado;2021-06-26 04:48:12;2021-06-26 04:49:12;Ignacio
536;Activar alarma casa;2021-06-26 04:49:42;2021-06-26 04:49:42;Ignacio
536;Alertar móvil de seguridad;2021-06-26 04:51:34;2021-06-26 04:53:15;Ignacio
536;Concurrir a casa afectada;2021-06-26 04:53:22;2021-06-26 04:58:42;Franco
536;Contactar dueño casa;2021-06-26 04:59:14;2021-06-26 05:00:54;Franco
536;Notificar llegada a central;2021-06-26 05:00:54;2021-06-26 05:01:32;Franco
536;Revisar eventuales daños;2021-06-26 05:03:03;2021-06-26 05:19:45;Franco
536;Notificar fin operativo;2021-06-26 05:22:30;2021-06-26 05:26:33;Franco
536;Dar mensajes disuasivos;2021-06-26 04:53:26;2021-06-26 04:55:45;Ignacio
536;Activar alarma comunitaria;2021-06-26 04:55:55;2021-06-26 04:55:55;Ignacio
536;Escalar alerta móvil;2021-06-26 04:56:12;2021-06-26 04:56:39;Ignacio
536;Contactar seguridad ciudadana;2021-06-26 04:57:27;2021-06-26 04:58:04;Ignacio
536;Continuar disuasión y monitorear cámaras;2021-06-26 04:58:04;2021-06-26 05:00:54;Ignacio
537;Alarma domiciliaria;2021-06-26 06:43:45;2021-06-26 06:43:45;Sistema
537;Revisar cámaras;2021-06-26 06:44:02;2021-06-26 06:47:15;Ignacio
537;Te atrapé;2021-06-26 06:47:15;2021-06-26 06:47:15;Ignacio
537;Registrar intruso detectado;2021-06-26 06:47:30;2021-06-26 06:48:16;Ignacio
537;Activar alarma casa;2021-06-26 06:48:33;2021-06-26 06:48:33;Ignacio
537;Alertar móvil de seguridad;2021-06-26 06:50:23;2021-06-26 06:52:12;Ignacio
537;Concurrir a casa afectada;2021-06-26 06:52:23;2021-06-26 07:00:31;Josefa
537;Contactar dueño casa;2021-06-26 07:00:52;2021-06-26 07:02:29;Josefa
537;Notificar llegada a central;2021-06-26 07:02:29;2021-06-26 07:03:32;Josefa
537;Revisar eventuales daños;2021-06-26 07:06:04;2021-06-26 07:22:38;Josefa
537;Notificar fin operativo;2021-06-26 07:24:59;2021-06-26 07:28:00;Josefa
537;Dar mensajes disuasivos;2021-06-26 06:52:24;2021-06-26 06:55:23;Ignacio
537;Activar alarma comunitaria;2021-06-26 06:55:29;2021-06-26 06:55:29;Ignacio
537;Escalar alerta móvil;2021-06-26 06:55:59;2021-06-26 06:56:11;Ignacio
537;Contactar seguridad ciudadana;2021-06-26 06:57:07;2021-06-26 06:57:52;Ignacio
537;Continuar disuasión y monitorear cámaras;2021-06-26 06:57:52;2021-06-26 07:02:29;Ignacio
538;Alarma domiciliaria;2021-06-27 02:45:30;2021-06-27 02:45:30;Sistema
538;Revisar cámaras;2021-06-27 02:46:11;2021-06-27 02:51:11;Pablo
538;Registrar hecho no precisado;2021-06-27 02:51:11;2021-06-27 02:51:11;Pablo
538;Solicitar revisar alarma;2021-06-27 02:51:30;2021-06-27 02:52:58;Pablo
539;Alarma domiciliaria;2021-06-27 06:45:29;2021-06-27 06:45:29;Sistema
539;Revisar cámaras;2021-06-27 06:45:53;2021-06-27 06:50:53;Pablo
539;Registrar hecho no precisado;2021-06-27 06:50:53;2021-06-27 06:50:53;Pablo
539;Solicitar revisar alarma;2021-06-27 06:51:05;2021-06-27 06:52:46;Pablo
540;Alarma domiciliaria;2021-06-27 02:45:03;2021-06-27 02:45:03;Sistema
540;Revisar cámaras;2021-06-27 02:45:32;2021-06-27 02:48:05;Catalina
540;Te atrapé;2021-06-27 02:48:05;2021-06-27 02:48:05;Catalina
540;Registrar intruso detectado;2021-06-27 02:48:14;2021-06-27 02:48:51;Catalina
540;Activar alarma casa;2021-06-27 02:49:27;2021-06-27 02:49:27;Catalina
540;Alertar móvil de seguridad;2021-06-27 02:51:47;2021-06-27 02:53:29;Catalina
540;Concurrir a casa afectada;2021-06-27 02:53:39;2021-06-27 03:03:04;Vicente
540;Contactar dueño casa;2021-06-27 03:03:36;2021-06-27 03:05:50;Vicente
540;Notificar llegada a central;2021-06-27 03:05:50;2021-06-27 03:06:41;Vicente
540;Revisar eventuales daños;2021-06-27 03:08:39;2021-06-27 03:26:55;Vicente
540;Notificar fin operativo;2021-06-27 03:29:33;2021-06-27 03:32:22;Vicente
540;Dar mensajes disuasivos;2021-06-27 02:53:36;2021-06-27 02:54:50;Catalina
541;Alarma domiciliaria;2021-06-27 06:44:14;2021-06-27 06:44:14;Sistema
541;Revisar cámaras;2021-06-27 06:44:53;2021-06-27 06:49:28;Catalina
541;Registrar hecho fortuito;2021-06-27 06:49:28;2021-06-27 06:49:28;Catalina
541;Avisar hecho fortuito;2021-06-27 06:49:51;2021-06-27 06:53:09;Catalina
542;Alarma domiciliaria;2021-06-27 01:24:38;2021-06-27 01:24:38;Sistema
542;Revisar cámaras;2021-06-27 01:24:59;2021-06-27 01:26:30;Lorenzo
542;Te atrapé;2021-06-27 01:26:30;2021-06-27 01:26:30;Lorenzo
542;Registrar intruso detectado;2021-06-27 01:27:14;2021-06-27 01:28:12;Lorenzo
542;Activar alarma casa;2021-06-27 01:28:30;2021-06-27 01:28:30;Lorenzo
542;Alertar móvil de seguridad;2021-06-27 01:30:49;2021-06-27 01:33:23;Lorenzo
542;Concurrir a casa afectada;2021-06-27 01:33:27;2021-06-27 01:45:04;Paola
542;Contactar dueño casa;2021-06-27 01:45:14;2021-06-27 01:48:01;Paola
542;Notificar llegada a central;2021-06-27 01:48:01;2021-06-27 01:49:08;Paola
542;Revisar eventuales daños;2021-06-27 01:51:05;2021-06-27 02:05:46;Paola
542;Notificar fin operativo;2021-06-27 02:08:13;2021-06-27 02:10:40;Paola
542;Dar mensajes disuasivos;2021-06-27 01:33:32;2021-06-27 01:34:50;Lorenzo
542;Activar alarma comunitaria;2021-06-27 01:34:56;2021-06-27 01:34:56;Lorenzo
542;Escalar alerta móvil;2021-06-27 01:35:09;2021-06-27 01:35:24;Lorenzo
542;Contactar seguridad ciudadana;2021-06-27 01:36:02;2021-06-27 01:36:41;Lorenzo
542;Continuar disuasión y monitorear cámaras;2021-06-27 01:36:41;2021-06-27 01:48:01;Lorenzo
543;Alarma domiciliaria;2021-06-27 04:03:56;2021-06-27 04:03:56;Sistema
543;Revisar cámaras;2021-06-27 04:04:05;2021-06-27 04:05:15;Lorenzo
543;Registrar hecho fortuito;2021-06-27 04:05:15;2021-06-27 04:05:15;Lorenzo
543;Avisar hecho fortuito;2021-06-27 04:05:37;2021-06-27 04:09:04;Lorenzo
544;Alarma domiciliaria;2021-06-27 06:44:43;2021-06-27 06:44:43;Sistema
544;Revisar cámaras;2021-06-27 06:44:51;2021-06-27 06:46:08;Lorenzo
544;Te atrapé;2021-06-27 06:46:08;2021-06-27 06:46:08;Lorenzo
544;Registrar intruso detectado;2021-06-27 06:47:09;2021-06-27 06:47:42;Lorenzo
544;Activar alarma casa;2021-06-27 06:48:11;2021-06-27 06:48:11;Lorenzo
544;Alertar móvil de seguridad;2021-06-27 06:50:06;2021-06-27 06:52:22;Lorenzo
544;Concurrir a casa afectada;2021-06-27 06:52:32;2021-06-27 07:04:48;Paola
544;Contactar dueño casa;2021-06-27 07:05:01;2021-06-27 07:07:53;Paola
544;Notificar llegada a central;2021-06-27 07:07:53;2021-06-27 07:09:07;Paola
544;Revisar eventuales daños;2021-06-27 07:10:36;2021-06-27 07:25:18;Paola
544;Notificar fin operativo;2021-06-27 07:28:04;2021-06-27 07:30:47;Paola
544;Dar mensajes disuasivos;2021-06-27 06:52:38;2021-06-27 06:53:45;Lorenzo
544;Activar alarma comunitaria;2021-06-27 06:53:57;2021-06-27 06:53:57;Lorenzo
544;Escalar alerta móvil;2021-06-27 06:54:09;2021-06-27 06:54:26;Lorenzo
544;Contactar seguridad ciudadana;2021-06-27 06:54:55;2021-06-27 06:55:30;Lorenzo
544;Continuar disuasión y monitorear cámaras;2021-06-27 06:55:30;2021-06-27 07:07:53;Lorenzo
545;Alarma domiciliaria;2021-06-27 02:45:33;2021-06-27 02:45:33;Sistema
545;Revisar cámaras;2021-06-27 02:45:52;2021-06-27 02:48:11;Alexander
545;Te atrapé;2021-06-27 02:48:11;2021-06-27 02:48:11;Alexander
545;Señal persona casa;2021-06-27 02:50:14;2021-06-27 02:50:34;Alexander
546;Alarma domiciliaria;2021-06-27 06:46:19;2021-06-27 06:46:19;Sistema
546;Revisar cámaras;2021-06-27 06:46:30;2021-06-27 06:51:30;Alexander
546;Registrar hecho no precisado;2021-06-27 06:51:30;2021-06-27 06:51:30;Alexander
546;Solicitar revisar alarma;2021-06-27 06:51:47;2021-06-27 06:53:00;Alexander
547;Alarma domiciliaria;2021-06-27 02:45:56;2021-06-27 02:45:56;Sistema
547;Revisar cámaras;2021-06-27 02:46:31;2021-06-27 02:51:31;Sergio
547;Registrar hecho no precisado;2021-06-27 02:51:31;2021-06-27 02:51:31;Sergio
547;Solicitar revisar alarma;2021-06-27 02:51:53;2021-06-27 02:53:24;Sergio
548;Alarma domiciliaria;2021-06-27 06:45:15;2021-06-27 06:45:15;Sistema
548;Revisar cámaras;2021-06-27 06:45:59;2021-06-27 06:48:10;Sergio
548;Te atrapé;2021-06-27 06:48:10;2021-06-27 06:48:10;Sergio
548;Registrar intruso detectado;2021-06-27 06:49:08;2021-06-27 06:49:33;Sergio
548;Activar alarma casa;2021-06-27 06:50:07;2021-06-27 06:50:07;Sergio
548;Alertar móvil de seguridad;2021-06-27 06:51:54;2021-06-27 06:53:26;Sergio
548;Concurrir a casa afectada;2021-06-27 06:53:32;2021-06-27 06:59:01;Allison
548;Contactar dueño casa;2021-06-27 06:59:12;2021-06-27 07:01:58;Allison
548;Notificar llegada a central;2021-06-27 07:01:58;2021-06-27 07:03:01;Allison
548;Revisar eventuales daños;2021-06-27 07:05:39;2021-06-27 07:26:33;Allison
548;Notificar fin operativo;2021-06-27 07:28:59;2021-06-27 07:32:49;Allison
548;Dar mensajes disuasivos;2021-06-27 06:53:42;2021-06-27 06:55:35;Sergio
548;Activar alarma comunitaria;2021-06-27 06:55:44;2021-06-27 06:55:44;Sergio
548;Escalar alerta móvil;2021-06-27 06:56:09;2021-06-27 06:56:35;Sergio
548;Contactar seguridad ciudadana;2021-06-27 06:57:15;2021-06-27 06:57:37;Sergio
548;Continuar disuasión y monitorear cámaras;2021-06-27 06:57:37;2021-06-27 07:01:58;Sergio
549;Alarma domiciliaria;2021-06-27 01:24:33;2021-06-27 01:24:33;Sistema
549;Revisar cámaras;2021-06-27 01:24:57;2021-06-27 01:27:01;Jose
549;Te atrapé;2021-06-27 01:27:01;2021-06-27 01:27:01;Jose
549;Registrar intruso detectado;2021-06-27 01:28:07;2021-06-27 01:29:12;Jose
549;Activar alarma casa;2021-06-27 01:29:39;2021-06-27 01:29:39;Jose
549;Alertar móvil de seguridad;2021-06-27 01:31:10;2021-06-27 01:33:35;Jose
549;Concurrir a casa afectada;2021-06-27 01:33:40;2021-06-27 01:45:39;Allison
549;Contactar dueño casa;2021-06-27 01:45:47;2021-06-27 01:48:49;Allison
549;Notificar llegada a central;2021-06-27 01:48:49;2021-06-27 01:50:09;Allison
549;Revisar eventuales daños;2021-06-27 01:52:19;2021-06-27 02:12:20;Allison
549;Notificar fin operativo;2021-06-27 02:14:40;2021-06-27 02:18:27;Allison
549;Dar mensajes disuasivos;2021-06-27 01:33:42;2021-06-27 01:34:42;Jose
549;Activar alarma comunitaria;2021-06-27 01:34:53;2021-06-27 01:34:53;Jose
549;Escalar alerta móvil;2021-06-27 01:35:09;2021-06-27 01:35:31;Jose
549;Contactar seguridad ciudadana;2021-06-27 01:36:31;2021-06-27 01:37:11;Jose
549;Continuar disuasión y monitorear cámaras;2021-06-27 01:37:11;2021-06-27 01:48:49;Jose
550;Alarma domiciliaria;2021-06-27 04:04:16;2021-06-27 04:04:16;Sistema
550;Revisar cámaras;2021-06-27 04:04:40;2021-06-27 04:06:41;Jose
550;Registrar hecho fortuito;2021-06-27 04:06:41;2021-06-27 04:06:41;Jose
550;Avisar hecho fortuito;2021-06-27 04:06:55;2021-06-27 04:10:21;Jose
551;Alarma domiciliaria;2021-06-27 06:44:08;2021-06-27 06:44:08;Sistema
551;Revisar cámaras;2021-06-27 06:44:43;2021-06-27 06:47:21;Jose
551;Registrar hecho fortuito;2021-06-27 06:47:21;2021-06-27 06:47:21;Jose
551;Avisar hecho fortuito;2021-06-27 06:47:38;2021-06-27 06:52:01;Jose
552;Alarma domiciliaria;2021-06-27 00:21:45;2021-06-27 00:21:45;Sistema
552;Revisar cámaras;2021-06-27 00:22:28;2021-06-27 00:24:15;Ignacio
552;Te atrapé;2021-06-27 00:24:15;2021-06-27 00:24:15;Ignacio
552;Registrar intruso detectado;2021-06-27 00:24:42;2021-06-27 00:25:07;Ignacio
552;Activar alarma casa;2021-06-27 00:25:41;2021-06-27 00:25:41;Ignacio
552;Alertar móvil de seguridad;2021-06-27 00:28:02;2021-06-27 00:29:36;Ignacio
552;Concurrir a casa afectada;2021-06-27 00:29:40;2021-06-27 00:39:15;Franco
552;Contactar dueño casa;2021-06-27 00:39:29;2021-06-27 00:42:18;Franco
552;Notificar llegada a central;2021-06-27 00:42:18;2021-06-27 00:43:29;Franco
552;Revisar eventuales daños;2021-06-27 00:45:48;2021-06-27 01:00:52;Franco
552;Notificar fin operativo;2021-06-27 01:03:32;2021-06-27 01:07:37;Franco
552;Dar mensajes disuasivos;2021-06-27 00:29:52;2021-06-27 00:32:55;Ignacio
552;Activar alarma comunitaria;2021-06-27 00:33:04;2021-06-27 00:33:04;Ignacio
552;Escalar alerta móvil;2021-06-27 00:33:18;2021-06-27 00:33:45;Ignacio
552;Contactar seguridad ciudadana;2021-06-27 00:34:24;2021-06-27 00:34:49;Ignacio
552;Continuar disuasión y monitorear cámaras;2021-06-27 00:34:49;2021-06-27 00:42:18;Ignacio
553;Alarma domiciliaria;2021-06-27 01:57:11;2021-06-27 01:57:11;Sistema
553;Revisar cámaras;2021-06-27 01:57:34;2021-06-27 01:59:42;Ignacio
553;Te atrapé;2021-06-27 01:59:42;2021-06-27 01:59:42;Ignacio
553;Señal persona casa;2021-06-27 02:00:58;2021-06-27 02:01:27;Ignacio
553;Clave digitada;2021-06-27 02:03:23;2021-06-27 02:03:23;Sistema
554;Alarma domiciliaria;2021-06-27 03:33:06;2021-06-27 03:33:06;Sistema
554;Revisar cámaras;2021-06-27 03:33:17;2021-06-27 03:35:23;Ignacio
554;Te atrapé;2021-06-27 03:35:23;2021-06-27 03:35:23;Ignacio
554;Registrar intruso detectado;2021-06-27 03:36:00;2021-06-27 03:36:27;Ignacio
554;Activar alarma casa;2021-06-27 03:36:54;2021-06-27 03:36:54;Ignacio
554;Alertar móvil de seguridad;2021-06-27 03:38:38;2021-06-27 03:40:35;Ignacio
554;Concurrir a casa afectada;2021-06-27 03:40:39;2021-06-27 03:49:15;Allison
554;Contactar dueño casa;2021-06-27 03:49:43;2021-06-27 03:52:26;Allison
554;Notificar llegada a central;2021-06-27 03:52:26;2021-06-27 03:53:33;Allison
554;Revisar eventuales daños;2021-06-27 03:55:16;2021-06-27 04:13:20;Allison
554;Notificar fin operativo;2021-06-27 04:16:09;2021-06-27 04:19:11;Allison
554;Dar mensajes disuasivos;2021-06-27 03:40:49;2021-06-27 03:43:34;Ignacio
554;Activar alarma comunitaria;2021-06-27 03:43:46;2021-06-27 03:43:46;Ignacio
554;Escalar alerta móvil;2021-06-27 03:44:10;2021-06-27 03:44:37;Ignacio
554;Contactar seguridad ciudadana;2021-06-27 03:45:35;2021-06-27 03:46:02;Ignacio
554;Continuar disuasión y monitorear cámaras;2021-06-27 03:46:02;2021-06-27 03:52:26;Ignacio
555;Alarma domiciliaria;2021-06-27 05:09:32;2021-06-27 05:09:32;Sistema
555;Revisar cámaras;2021-06-27 05:10:25;2021-06-27 05:15:14;Ignacio
555;Te atrapé;2021-06-27 05:15:14;2021-06-27 05:15:14;Ignacio
555;Registrar intruso detectado;2021-06-27 05:16:22;2021-06-27 05:16:54;Ignacio
555;Activar alarma casa;2021-06-27 05:17:00;2021-06-27 05:17:00;Ignacio
555;Alertar móvil de seguridad;2021-06-27 05:19:16;2021-06-27 05:20:55;Ignacio
555;Concurrir a casa afectada;2021-06-27 05:21:02;2021-06-27 05:28:31;Tomas
555;Contactar dueño casa;2021-06-27 05:29:04;2021-06-27 05:31:35;Tomas
555;Notificar llegada a central;2021-06-27 05:31:35;2021-06-27 05:32:12;Tomas
555;Revisar eventuales daños;2021-06-27 05:33:37;2021-06-27 05:51:59;Tomas
555;Notificar fin operativo;2021-06-27 05:55:00;2021-06-27 05:58:20;Tomas
555;Dar mensajes disuasivos;2021-06-27 05:21:11;2021-06-27 05:23:42;Ignacio
555;Activar alarma comunitaria;2021-06-27 05:23:49;2021-06-27 05:23:49;Ignacio
555;Escalar alerta móvil;2021-06-27 05:24:05;2021-06-27 05:24:26;Ignacio
555;Contactar seguridad ciudadana;2021-06-27 05:25:15;2021-06-27 05:25:54;Ignacio
555;Continuar disuasión y monitorear cámaras;2021-06-27 05:25:54;2021-06-27 05:31:35;Ignacio
556;Alarma domiciliaria;2021-06-27 06:46:24;2021-06-27 06:46:24;Sistema
556;Revisar cámaras;2021-06-27 06:46:51;2021-06-27 06:48:27;Ignacio
556;Te atrapé;2021-06-27 06:48:27;2021-06-27 06:48:27;Ignacio
556;Registrar intruso detectado;2021-06-27 06:49:18;2021-06-27 06:49:42;Ignacio
556;Activar alarma casa;2021-06-27 06:50:18;2021-06-27 06:50:18;Ignacio
556;Alertar móvil de seguridad;2021-06-27 06:52:28;2021-06-27 06:54:14;Ignacio
556;Concurrir a casa afectada;2021-06-27 06:54:15;2021-06-27 07:05:57;Trinidad
556;Contactar dueño casa;2021-06-27 07:06:08;2021-06-27 07:07:35;Trinidad
556;Notificar llegada a central;2021-06-27 07:07:35;2021-06-27 07:08:27;Trinidad
556;Revisar eventuales daños;2021-06-27 07:11:07;2021-06-27 07:27:14;Trinidad
556;Notificar fin operativo;2021-06-27 07:30:18;2021-06-27 07:33:17;Trinidad
556;Dar mensajes disuasivos;2021-06-27 06:54:26;2021-06-27 06:55:32;Ignacio
556;Activar alarma comunitaria;2021-06-27 06:55:43;2021-06-27 06:55:43;Ignacio
556;Escalar alerta móvil;2021-06-27 06:55:59;2021-06-27 06:56:24;Ignacio
556;Contactar seguridad ciudadana;2021-06-27 06:56:48;2021-06-27 06:57:07;Ignacio
556;Continuar disuasión y monitorear cámaras;2021-06-27 06:57:07;2021-06-27 07:07:35;Ignacio
557;Alarma domiciliaria;2021-06-28 06:45:52;2021-06-28 06:45:52;Sistema
557;Revisar cámaras;2021-06-28 06:46:18;2021-06-28 06:49:53;Pablo
557;Te atrapé;2021-06-28 06:49:53;2021-06-28 06:49:53;Pablo
557;Señal persona casa;2021-06-28 06:51:09;2021-06-28 06:51:36;Pablo
558;Alarma domiciliaria;2021-06-28 00:20:35;2021-06-28 00:20:35;Sistema
558;Revisar cámaras;2021-06-28 00:21:01;2021-06-28 00:26:01;Catalina
558;Registrar hecho no precisado;2021-06-28 00:26:01;2021-06-28 00:26:01;Catalina
558;Solicitar revisar alarma;2021-06-28 00:26:16;2021-06-28 00:27:33;Catalina
559;Alarma domiciliaria;2021-06-28 01:55:43;2021-06-28 01:55:43;Sistema
559;Revisar cámaras;2021-06-28 01:56:32;2021-06-28 02:00:05;Catalina
559;Te atrapé;2021-06-28 02:00:05;2021-06-28 02:00:05;Catalina
559;Señal persona casa;2021-06-28 02:01:22;2021-06-28 02:01:40;Catalina
559;Clave digitada;2021-06-28 02:04:44;2021-06-28 02:04:44;Sistema
560;Alarma domiciliaria;2021-06-28 03:32:36;2021-06-28 03:32:36;Sistema
560;Revisar cámaras;2021-06-28 03:32:55;2021-06-28 03:35:24;Catalina
560;Te atrapé;2021-06-28 03:35:24;2021-06-28 03:35:24;Catalina
560;Señal persona casa;2021-06-28 03:37:03;2021-06-28 03:37:29;Catalina
560;Clave digitada;2021-06-28 03:39:38;2021-06-28 03:39:38;Sistema
561;Alarma domiciliaria;2021-06-28 05:08:50;2021-06-28 05:08:50;Sistema
561;Revisar cámaras;2021-06-28 05:09:14;2021-06-28 05:13:34;Catalina
561;Te atrapé;2021-06-28 05:13:34;2021-06-28 05:13:34;Catalina
561;Registrar intruso detectado;2021-06-28 05:13:57;2021-06-28 05:14:58;Catalina
561;Activar alarma casa;2021-06-28 05:15:13;2021-06-28 05:15:13;Catalina
561;Alertar móvil de seguridad;2021-06-28 05:17:24;2021-06-28 05:19:34;Catalina
561;Concurrir a casa afectada;2021-06-28 05:19:45;2021-06-28 05:31:49;Ivanna
561;Contactar dueño casa;2021-06-28 05:32:15;2021-06-28 05:33:52;Ivanna
561;Notificar llegada a central;2021-06-28 05:33:52;2021-06-28 05:34:56;Ivanna
561;Revisar eventuales daños;2021-06-28 05:37:39;2021-06-28 05:53:10;Ivanna
561;Notificar fin operativo;2021-06-28 05:55:40;2021-06-28 05:58:46;Ivanna
561;Dar mensajes disuasivos;2021-06-28 05:19:50;2021-06-28 05:21:25;Catalina
562;Alarma domiciliaria;2021-06-28 06:44:02;2021-06-28 06:44:02;Sistema
562;Revisar cámaras;2021-06-28 06:44:45;2021-06-28 06:49:45;Catalina
562;Registrar hecho no precisado;2021-06-28 06:49:45;2021-06-28 06:49:45;Catalina
562;Solicitar revisar alarma;2021-06-28 06:50:03;2021-06-28 06:51:15;Catalina
563;Alarma domiciliaria;2021-06-28 01:25:26;2021-06-28 01:25:26;Sistema
563;Revisar cámaras;2021-06-28 01:26:02;2021-06-28 01:28:48;Lorenzo
563;Te atrapé;2021-06-28 01:28:48;2021-06-28 01:28:48;Lorenzo
563;Señal persona casa;2021-06-28 01:29:39;2021-06-28 01:29:59;Lorenzo
563;Clave digitada;2021-06-28 01:31:07;2021-06-28 01:31:07;Sistema
564;Alarma domiciliaria;2021-06-28 04:05:58;2021-06-28 04:05:58;Sistema
564;Revisar cámaras;2021-06-28 04:06:28;2021-06-28 04:08:12;Lorenzo
564;Te atrapé;2021-06-28 04:08:12;2021-06-28 04:08:12;Lorenzo
564;Registrar intruso detectado;2021-06-28 04:08:24;2021-06-28 04:09:31;Lorenzo
564;Activar alarma casa;2021-06-28 04:09:57;2021-06-28 04:09:57;Lorenzo
564;Alertar móvil de seguridad;2021-06-28 04:12:01;2021-06-28 04:14:04;Lorenzo
564;Concurrir a casa afectada;2021-06-28 04:14:10;2021-06-28 04:22:59;Vicente
564;Contactar dueño casa;2021-06-28 04:23:22;2021-06-28 04:24:55;Vicente
564;Notificar llegada a central;2021-06-28 04:24:55;2021-06-28 04:26:11;Vicente
564;Revisar eventuales daños;2021-06-28 04:27:44;2021-06-28 04:48:26;Vicente
564;Notificar fin operativo;2021-06-28 04:51:24;2021-06-28 04:55:10;Vicente
564;Dar mensajes disuasivos;2021-06-28 04:14:19;2021-06-28 04:15:43;Lorenzo
564;Activar alarma comunitaria;2021-06-28 04:15:51;2021-06-28 04:15:51;Lorenzo
564;Escalar alerta móvil;2021-06-28 04:16:19;2021-06-28 04:16:46;Lorenzo
564;Contactar seguridad ciudadana;2021-06-28 04:17:24;2021-06-28 04:17:51;Lorenzo
564;Continuar disuasión y monitorear cámaras;2021-06-28 04:17:51;2021-06-28 04:24:55;Lorenzo
565;Alarma domiciliaria;2021-06-28 06:44:58;2021-06-28 06:44:58;Sistema
565;Revisar cámaras;2021-06-28 06:45:24;2021-06-28 06:47:13;Lorenzo
565;Te atrapé;2021-06-28 06:47:13;2021-06-28 06:47:13;Lorenzo
565;Registrar intruso detectado;2021-06-28 06:47:41;2021-06-28 06:48:44;Lorenzo
565;Activar alarma casa;2021-06-28 06:49:14;2021-06-28 06:49:14;Lorenzo
565;Alertar móvil de seguridad;2021-06-28 06:51:31;2021-06-28 06:53:15;Lorenzo
565;Concurrir a casa afectada;2021-06-28 06:53:21;2021-06-28 07:03:43;Josefa
565;Contactar dueño casa;2021-06-28 07:03:59;2021-06-28 07:05:45;Josefa
565;Notificar llegada a central;2021-06-28 07:05:45;2021-06-28 07:06:57;Josefa
565;Revisar eventuales daños;2021-06-28 07:09:28;2021-06-28 07:25:47;Josefa
565;Notificar fin operativo;2021-06-28 07:28:22;2021-06-28 07:31:35;Josefa
565;Dar mensajes disuasivos;2021-06-28 06:53:31;2021-06-28 06:55:14;Lorenzo
565;Activar alarma comunitaria;2021-06-28 06:55:26;2021-06-28 06:55:26;Lorenzo
565;Escalar alerta móvil;2021-06-28 06:55:46;2021-06-28 06:56:03;Lorenzo
565;Contactar seguridad ciudadana;2021-06-28 06:56:37;2021-06-28 06:57:13;Lorenzo
565;Continuar disuasión y monitorear cámaras;2021-06-28 06:57:13;2021-06-28 07:05:45;Lorenzo
566;Alarma domiciliaria;2021-06-28 00:20:20;2021-06-28 00:20:20;Sistema
566;Revisar cámaras;2021-06-28 00:21:08;2021-06-28 00:25:37;Alexander
566;Te atrapé;2021-06-28 00:25:37;2021-06-28 00:25:37;Alexander
566;Señal persona casa;2021-06-28 00:26:51;2021-06-28 00:27:13;Alexander
567;Alarma domiciliaria;2021-06-28 01:55:38;2021-06-28 01:55:38;Sistema
567;Revisar cámaras;2021-06-28 01:56:10;2021-06-28 02:01:10;Alexander
567;Registrar hecho no precisado;2021-06-28 02:01:10;2021-06-28 02:01:10;Alexander
567;Solicitar revisar alarma;2021-06-28 02:01:32;2021-06-28 02:02:48;Alexander
568;Alarma domiciliaria;2021-06-28 03:31:15;2021-06-28 03:31:15;Sistema
568;Revisar cámaras;2021-06-28 03:32:01;2021-06-28 03:36:17;Alexander
568;Registrar hecho fortuito;2021-06-28 03:36:17;2021-06-28 03:36:17;Alexander
568;Avisar hecho fortuito;2021-06-28 03:36:34;2021-06-28 03:38:53;Alexander
569;Alarma domiciliaria;2021-06-28 05:07:04;2021-06-28 05:07:04;Sistema
569;Revisar cámaras;2021-06-28 05:07:32;2021-06-28 05:10:31;Alexander
569;Registrar hecho fortuito;2021-06-28 05:10:31;2021-06-28 05:10:31;Alexander
569;Avisar hecho fortuito;2021-06-28 05:10:44;2021-06-28 05:13:17;Alexander
570;Alarma domiciliaria;2021-06-28 06:43:56;2021-06-28 06:43:56;Sistema
570;Revisar cámaras;2021-06-28 06:44:22;2021-06-28 06:48:13;Alexander
570;Te atrapé;2021-06-28 06:48:13;2021-06-28 06:48:13;Alexander
570;Registrar intruso detectado;2021-06-28 06:49:21;2021-06-28 06:49:45;Alexander
570;Activar alarma casa;2021-06-28 06:50:10;2021-06-28 06:50:10;Alexander
570;Alertar móvil de seguridad;2021-06-28 06:52:25;2021-06-28 06:54:26;Alexander
570;Concurrir a casa afectada;2021-06-28 06:54:31;2021-06-28 07:06:17;Barbara
570;Contactar dueño casa;2021-06-28 07:06:46;2021-06-28 07:08:57;Barbara
570;Notificar llegada a central;2021-06-28 07:08:57;2021-06-28 07:09:52;Barbara
